 Date_Time,Storage (km^3),Elevation (m),Rate of Change (cm)
11/28/2018,0.108896094,1308.5064,2.7432
11/29/2018,0.109417653,1308.53383,4.572
11/30/2018,0.110289384,1308.57955,3.6576
12/1/2018,0.110989728,1308.61613,4.572
12/2/2018,0.111868857,1308.66185,3.048
12/3/2018,0.112458231,1308.69233,3.9624
12/4/2018,0.11322639,1308.73195,4.2672
12/5/2018,0.114057432,1308.77462,3.3528
12/6/2018,0.114713388,1308.80815,4.8768
12/7/2018,0.115671429,1308.85692,3.9624
12/8/2018,0.116453151,1308.89654,4.572
12/9/2018,0.117359406,1308.94226,5.1816
12/10/2018,0.11839266,1308.99408,3.6576
12/11/2018,0.119123829,1309.03066,6.4008
12/12/2018,0.120412314,1309.09466,3.048
12/13/2018,0.121028814,1309.12514,4.572
12/14/2018,0.12195603,1309.17086,6.096
12/15/2018,0.12320136,1309.23182,5.7912
12/16/2018,0.124389972,1309.28974,7.62
12/17/2018,0.125965746,1309.36594,7.3152
12/18/2018,0.127489734,1309.43909,3.9624
12/19/2018,0.128319543,1309.47871,5.4864
12/20/2018,0.129473631,1309.53358,7.0104
12/21/2018,0.130958163,1309.60368,3.3528
12/22/2018,0.13167207,1309.63721,5.4864
12/23/2018,0.132844653,1309.69207,5.1816
12/24/2018,0.133958052,1309.74389,5.4864
12/25/2018,0.135142965,1309.79875,5.1816
12/26/2018,0.136267461,1309.85057,5.1816
12/27/2018,0.137398122,1309.90238,5.7912
12/28/2018,0.138668112,1309.9603,4.572
12/29/2018,0.139676706,1310.00602,4.572
12/30/2018,0.140687766,1310.05174,4.2672
12/31/2018,0.141637176,1310.09441,6.096
