Spp,Length,Weight,Sex,Year,Month,Age,BCAge,BCLength
WAE,561,1939,M,2015,September,5,5,519.4099907
WAE,562,1745,M,2015,September,5,5,531.6064491
WAE,585,2130,M,2015,September,5,5,529.8957445
WAE,592,2151,M,2015,September,5,5,550.6789557
WAE,543,1819,F,2015,September,6,6,509.4957736
WAE,545,1840,F,2015,September,6,6,510.1268001
WAE,590,2209,F,2015,September,6,6,543.6450988
WAE,596,2513,F,2015,September,6,6,541.8553262
WAE,597,2387,F,2015,September,6,6,557.51666
WAE,603,2193,F,2015,September,6,6,561.9468914
WAE,623,2253,F,2015,September,6,6,586.8165667
WAE,675,3370,F,2015,September,8,8,640.7681006
WAE,601,2044,F,2015,September,10,10,581.4200598
WAE,431,737,F,2015,September,,,
WAE,470,,F,2015,September,,,
WAE,502,1220,F,2015,September,,,
WAE,510,1511,F,2015,September,,,
WAE,560,1892,F,2015,September,,,
WAE,563,1862,F,2015,September,,,
WAE,580,2092,F,2015,September,,,
WAE,190,,F,2015,September,,,
WAE,190,50,F,2015,September,,,
WAE,191,,F,2015,September,,,
WAE,197,,F,2015,September,,,
WAE,200,,F,2015,September,,,
WAE,201,,F,2015,September,,,
WAE,205,,F,2015,September,,,
WAE,207,,F,2015,September,,,
WAE,209,,F,2015,September,,,
WAE,210,74,F,2015,September,,,
WAE,211,,F,2015,September,,,
WAE,220,81,F,2015,September,,,
WAE,283,203,F,2015,September,,,
WAE,290,,F,2015,September,,,
WAE,290,205,F,2015,September,,,
WAE,314,,F,2015,September,,,
WAE,319,,F,2015,September,,,
WAE,330,,F,2015,September,,,
WAE,330,,F,2015,September,,,
WAE,331,,F,2015,September,,,
WAE,332,,F,2015,September,,,
WAE,334,,F,2015,September,,,
WAE,335,,F,2015,September,,,
WAE,341,,F,2015,September,,,
WAE,342,,F,2015,September,,,
WAE,344,,F,2015,September,,,
WAE,346,,F,2015,September,,,
WAE,350,,F,2015,September,,,
WAE,354,,F,2015,September,,,
WAE,356,,F,2015,September,,,
WAE,358,,F,2015,September,,,
WAE,360,,F,2015,September,,,
WAE,371,460,F,2015,September,,,
WAE,374,,F,2015,September,,,
WAE,376,487,F,2015,September,,,
WAE,377,469,F,2015,September,,,
WAE,383,,F,2015,September,,,
WAE,386,482,F,2015,September,,,
WAE,476,,F,2015,September,,,
WAE,499,1199,F,2015,September,,,
WAE,203,,M,2015,September,,,
WAE,207,,M,2015,September,,,
WAE,212,79,M,2015,September,,,
WAE,222,,M,2015,September,,,
WAE,235,212,M,2015,September,,,
WAE,268,181,M,2015,September,,,
WAE,275,171,M,2015,September,,,
WAE,302,,M,2015,September,,,
WAE,310,236,M,2015,September,,,
WAE,317,,M,2015,September,,,
WAE,329,,M,2015,September,,,
WAE,334,,M,2015,September,,,
WAE,336,,M,2015,September,,,
WAE,339,,M,2015,September,,,
WAE,340,,M,2015,September,,,
WAE,341,,M,2015,September,,,
WAE,344,,M,2015,September,,,
WAE,345,,M,2015,September,,,
WAE,352,,M,2015,September,,,
WAE,354,,M,2015,September,,,
WAE,355,,M,2015,September,,,
WAE,359,,M,2015,September,,,
WAE,360,,M,2015,September,,,
WAE,366,,M,2015,September,,,
WAE,371,,M,2015,September,,,
WAE,381,555,M,2015,September,,,
WAE,348,,M,2015,September,,,
WAE,385,585,M,2015,September,,,
WAE,386,522,M,2015,September,,,
WAE,393,537,M,2015,September,,,
WAE,396,530,M,2015,September,,,
WAE,403,650,M,2015,September,,,
WAE,410,665,M,2015,September,,,
WAE,430,700,M,2015,September,,,
WAE,456,1003,M,2015,September,,,
WAE,470,1066,M,2015,September,,,
WAE,474,,M,2015,September,,,
WAE,478,,M,2015,September,,,
WAE,497,1380,M,2015,September,,,
WAE,498,1334,M,2015,September,,,
WAE,511,,M,2015,September,,,
WAE,511,,M,2015,September,,,
WAE,511,,M,2015,September,,,
WAE,515,,M,2015,September,,,
WAE,515,,M,2015,September,,,
WAE,517,1382,M,2015,September,,,
WAE,519,,M,2015,September,,,
WAE,522,1578,M,2015,September,,,
WAE,181,57,U,2015,September,,,
WAE,186,,U,2015,September,,,
WAE,188,,U,2015,September,,,
WAE,188,,U,2015,September,,,
WAE,189,,U,2015,September,,,
WAE,190,,U,2015,September,,,
WAE,190,,U,2015,September,,,
WAE,190,59,U,2015,September,,,
WAE,192,,U,2015,September,,,
WAE,192,,U,2015,September,,,
WAE,192,,U,2015,September,,,
WAE,192,,U,2015,September,,,
WAE,194,,U,2015,September,,,
WAE,195,,U,2015,September,,,
WAE,195,,U,2015,September,,,
WAE,195,63,U,2015,September,,,
WAE,197,,U,2015,September,,,
WAE,197,,U,2015,September,,,
WAE,197,63,U,2015,September,,,
WAE,200,,U,2015,September,,,
WAE,200,,U,2015,September,,,
WAE,200,68,U,2015,September,,,
WAE,201,,U,2015,September,,,
WAE,202,69,U,2015,September,,,
WAE,205,,U,2015,September,,,
WAE,206,,U,2015,September,,,
WAE,207,,U,2015,September,,,
WAE,209,,U,2015,September,,,
WAE,209,,U,2015,September,,,
WAE,210,71,U,2015,September,,,
WAE,212,83,U,2015,September,,,
WAE,212,89,U,2015,September,,,
WAE,216,,U,2015,September,,,
WAE,221,102,U,2015,September,,,
WAE,224,95,U,2015,September,,,
WAE,262,157,U,2015,September,,,
WAE,274,,U,2015,September,,,
WAE,287,210,U,2015,September,,,
WAE,290,,U,2015,September,,,
WAE,291,,U,2015,September,,,
WAE,291,,U,2015,September,,,
WAE,294,,U,2015,September,,,
WAE,296,,U,2015,September,,,
WAE,297,,U,2015,September,,,
WAE,298,200,U,2015,September,,,
WAE,299,,U,2015,September,,,
WAE,300,,U,2015,September,,,
WAE,300,,U,2015,September,,,
WAE,300,,U,2015,September,,,
WAE,300,,U,2015,September,,,
WAE,300,,U,2015,September,,,
WAE,302,,U,2015,September,,,
WAE,303,,U,2015,September,,,
WAE,303,,U,2015,September,,,
WAE,303,,U,2015,September,,,
WAE,303,,U,2015,September,,,
WAE,303,,U,2015,September,,,
WAE,304,,U,2015,September,,,
WAE,305,,U,2015,September,,,
WAE,305,,U,2015,September,,,
WAE,305,,U,2015,September,,,
WAE,305,,U,2015,September,,,
WAE,306,,U,2015,September,,,
WAE,306,268,U,2015,September,,,
WAE,307,,U,2015,September,,,
WAE,308,,U,2015,September,,,
WAE,308,,U,2015,September,,,
WAE,308,,U,2015,September,,,
WAE,309,,U,2015,September,,,
WAE,309,,U,2015,September,,,
WAE,310,,U,2015,September,,,
WAE,310,,U,2015,September,,,
WAE,310,,U,2015,September,,,
WAE,311,,U,2015,September,,,
WAE,311,,U,2015,September,,,
WAE,311,,U,2015,September,,,
WAE,311,,U,2015,September,,,
WAE,311,,U,2015,September,,,
WAE,313,,U,2015,September,,,
WAE,313,,U,2015,September,,,
WAE,314,,U,2015,September,,,
WAE,314,,U,2015,September,,,
WAE,315,,U,2015,September,,,
WAE,315,,U,2015,September,,,
WAE,315,,U,2015,September,,,
WAE,315,,U,2015,September,,,
WAE,315,274,U,2015,September,,,
WAE,316,,U,2015,September,,,
WAE,316,,U,2015,September,,,
WAE,316,,U,2015,September,,,
WAE,317,,U,2015,September,,,
WAE,317,,U,2015,September,,,
WAE,317,,U,2015,September,,,
WAE,318,,U,2015,September,,,
WAE,318,,U,2015,September,,,
WAE,318,,U,2015,September,,,
WAE,318,,U,2015,September,,,
WAE,318,,U,2015,September,,,
WAE,319,,U,2015,September,,,
WAE,320,,U,2015,September,,,
WAE,320,,U,2015,September,,,
WAE,321,,U,2015,September,,,
WAE,321,,U,2015,September,,,
WAE,321,,U,2015,September,,,
WAE,322,,U,2015,September,,,
WAE,322,,U,2015,September,,,
WAE,322,,U,2015,September,,,
WAE,322,,U,2015,September,,,
WAE,323,,U,2015,September,,,
WAE,323,,U,2015,September,,,
WAE,324,,U,2015,September,,,
WAE,324,,U,2015,September,,,
WAE,324,,U,2015,September,,,
WAE,324,,U,2015,September,,,
WAE,325,,U,2015,September,,,
WAE,325,,U,2015,September,,,
WAE,325,,U,2015,September,,,
WAE,326,,U,2015,September,,,
WAE,327,,U,2015,September,,,
WAE,327,,U,2015,September,,,
WAE,327,,U,2015,September,,,
WAE,328,,U,2015,September,,,
WAE,328,,U,2015,September,,,
WAE,328,,U,2015,September,,,
WAE,328,,U,2015,September,,,
WAE,328,,U,2015,September,,,
WAE,328,,U,2015,September,,,
WAE,328,,U,2015,September,,,
WAE,329,,U,2015,September,,,
WAE,329,,U,2015,September,,,
WAE,329,,U,2015,September,,,
WAE,329,,U,2015,September,,,
WAE,329,,U,2015,September,,,
WAE,330,,U,2015,September,,,
WAE,330,,U,2015,September,,,
WAE,330,,U,2015,September,,,
WAE,330,,U,2015,September,,,
WAE,330,,U,2015,September,,,
WAE,330,,U,2015,September,,,
WAE,330,,U,2015,September,,,
WAE,331,,U,2015,September,,,
WAE,331,,U,2015,September,,,
WAE,331,,U,2015,September,,,
WAE,332,,U,2015,September,,,
WAE,333,,U,2015,September,,,
WAE,333,,U,2015,September,,,
WAE,333,,U,2015,September,,,
WAE,333,,U,2015,September,,,
WAE,334,,U,2015,September,,,
WAE,334,,U,2015,September,,,
WAE,335,,U,2015,September,,,
WAE,335,,U,2015,September,,,
WAE,335,,U,2015,September,,,
WAE,335,,U,2015,September,,,
WAE,335,,U,2015,September,,,
WAE,335,,U,2015,September,,,
WAE,336,,U,2015,September,,,
WAE,336,,U,2015,September,,,
WAE,336,,U,2015,September,,,
WAE,336,,U,2015,September,,,
WAE,336,,U,2015,September,,,
WAE,336,,U,2015,September,,,
WAE,337,,U,2015,September,,,
WAE,337,,U,2015,September,,,
WAE,338,,U,2015,September,,,
WAE,339,,U,2015,September,,,
WAE,340,,U,2015,September,,,
WAE,340,,U,2015,September,,,
WAE,340,,U,2015,September,,,
WAE,341,,U,2015,September,,,
WAE,341,,U,2015,September,,,
WAE,342,,U,2015,September,,,
WAE,342,,U,2015,September,,,
WAE,342,,U,2015,September,,,
WAE,343,,U,2015,September,,,
WAE,343,,U,2015,September,,,
WAE,344,,U,2015,September,,,
WAE,344,,U,2015,September,,,
WAE,344,,U,2015,September,,,
WAE,344,,U,2015,September,,,
WAE,345,,U,2015,September,,,
WAE,345,,U,2015,September,,,
WAE,345,,U,2015,September,,,
WAE,345,,U,2015,September,,,
WAE,345,377,U,2015,September,,,
WAE,345,,U,2015,September,,,
WAE,345,,U,2015,September,,,
WAE,346,,U,2015,September,,,
WAE,347,,U,2015,September,,,
WAE,347,,U,2015,September,,,
WAE,347,,U,2015,September,,,
WAE,348,,U,2015,September,,,
WAE,348,,U,2015,September,,,
WAE,348,,U,2015,September,,,
WAE,349,,U,2015,September,,,
WAE,350,,U,2015,September,,,
WAE,351,,U,2015,September,,,
WAE,351,,U,2015,September,,,
WAE,352,,U,2015,September,,,
WAE,352,,U,2015,September,,,
WAE,352,,U,2015,September,,,
WAE,352,,U,2015,September,,,
WAE,353,,U,2015,September,,,
WAE,353,,U,2015,September,,,
WAE,354,,U,2015,September,,,
WAE,354,,U,2015,September,,,
WAE,354,,U,2015,September,,,
WAE,355,,U,2015,September,,,
WAE,355,,U,2015,September,,,
WAE,355,,U,2015,September,,,
WAE,355,,U,2015,September,,,
WAE,356,,U,2015,September,,,
WAE,356,,U,2015,September,,,
WAE,356,,U,2015,September,,,
WAE,358,,U,2015,September,,,
WAE,358,,U,2015,September,,,
WAE,359,,U,2015,September,,,
WAE,359,,U,2015,September,,,
WAE,359,,U,2015,September,,,
WAE,360,,U,2015,September,,,
WAE,360,,U,2015,September,,,
WAE,361,,U,2015,September,,,
WAE,361,,U,2015,September,,,
WAE,362,,U,2015,September,,,
WAE,364,,U,2015,September,,,
WAE,365,,U,2015,September,,,
WAE,368,,U,2015,September,,,
WAE,368,,U,2015,September,,,
WAE,369,,U,2015,September,,,
WAE,369,,U,2015,September,,,
WAE,372,,U,2015,September,,,
WAE,389,,U,2015,September,,,
WAE,463,,U,2015,September,,,
WAE,493,,U,2015,September,,,
WAE,493,1167,U,2015,September,,,
WAE,498,1299,U,2015,September,,,
WAE,508,1340,U,2015,September,,,
WAE,515,1444,U,2015,September,,,
WAE,528,1300,U,2015,September,,,
WAE,539,1634,U,2015,September,,,
WAE,542,1376,U,2015,September,,,
WAE,542,1932,U,2015,September,,,
WAE,549,1701,U,2015,September,,,
WAE,553,1752,U,2015,September,,,
WAE,561,1780,U,2015,September,,,
WAE,634,2724,U,2015,September,,,
WAE,,,U,2015,September,,,
WAE,,,U,2015,September,,,
WAE,,,U,2015,September,,,
WAE,,,U,2015,September,,,
WAE,,,U,2015,September,,,
WAE,197,50,F,2016,September,0,,
WAE,211,76,F,2016,September,0,,
WAE,200,66,F,2016,September,0,,
WAE,199,50,M,2016,September,0,,
WAE,210,70,M,2016,September,0,,
WAE,354,346,F,2016,September,1,1,270.7054822
WAE,347,344,F,2016,September,1,1,268.3284925
WAE,321,306,F,2016,September,1,1,247.5791059
WAE,245,118,F,2016,September,1,1,179.5965957
WAE,267,166,F,2016,September,1,1,194.7359016
WAE,323,278,F,2016,September,1,1,232.6596762
WAE,352,389,F,2016,September,1,1,264.9977436
WAE,352,394,F,2016,September,1,1,266.0783909
WAE,333,310,F,2016,September,1,1,246.6319194
WAE,344,364,F,2016,September,1,1,257.4788414
WAE,366,406,F,2016,September,1,1,288.2709769
WAE,361,416,F,2016,September,1,1,275.9196417
WAE,333,286,F,2016,September,1,1,255.7867026
WAE,312,254,F,2016,September,1,1,247.7074429
WAE,322,312,F,2016,September,1,1,245.6347944
WAE,337,366,F,2016,September,1,1,268.6932218
WAE,308,188,F,2016,September,1,1,256.6740804
WAE,377,470,F,2016,September,1,1,298.1858776
WAE,356,,F,2016,September,1,1,279.519765
WAE,305,258,F,2016,September,1,1,241.3407719
WAE,313,284,F,2016,September,1,1,242.489537
WAE,370,416,F,2016,September,1,1,287.5956073
WAE,365,432,F,2016,September,1,1,282.8298413
WAE,374,492,F,2016,September,1,1,293.869707
WAE,373,472,F,2016,September,1,1,286.9187999
WAE,308,248,F,2016,September,1,1,234.1319321
WAE,373,440,F,2016,September,1,1,282.7258488
WAE,301,194,F,2016,September,1,1,227.5911594
WAE,318,283,F,2016,September,1,1,230.4330481
WAE,381,488,F,2016,September,1,1,292.9614864
WAE,298,186,F,2016,September,1,1,226.8275934
WAE,259,144,F,2016,September,1,1,197.2515419
WAE,294,172,F,2016,September,1,1,225.557859
WAE,281,160,F,2016,September,1,1,212.7920556
WAE,262,130,F,2016,September,1,1,193.0075427
WAE,270,154,F,2016,September,1,1,208.1557036
WAE,382,,F,2016,September,1,1,294.8956213
WAE,324,266,M,2016,September,1,1,255.7864533
WAE,360,394,M,2016,September,1,1,273.7837529
WAE,218,84,M,2016,September,1,1,161.6209277
WAE,342,386,M,2016,September,1,1,256.4889497
WAE,314,280,M,2016,September,1,1,239.1158514
WAE,334,354,M,2016,September,1,1,266.1887737
WAE,336,360,M,2016,September,1,1,263.6317383
WAE,310,228,M,2016,September,1,1,238.8295635
WAE,281,208,M,2016,September,1,1,231.6403502
WAE,349,452,M,2016,September,1,1,271.6627258
WAE,323,284,M,2016,September,1,1,245.5808798
WAE,352,470,M,2016,September,1,1,263.2851924
WAE,312,220,M,2016,September,1,1,239.0307814
WAE,341,368,M,2016,September,1,1,250.2758792
WAE,282,150,M,2016,September,1,1,216.176003
WAE,281,192,M,2016,September,1,1,216.1415549
WAE,364,410,M,2016,September,1,1,289.8196718
WAE,305,234,M,2016,September,1,1,231.9490031
WAE,302,210,M,2016,September,1,1,236.8164105
WAE,384,526,M,2016,September,1,1,309.7833009
WAE,292,182,M,2016,September,1,1,229.7040663
WAE,288,254,M,2016,September,1,1,239.2019494
WAE,263,133,M,2016,September,1,1,185.065452
WAE,265,150,M,2016,September,1,1,206.9812404
WAE,193,56,M,2016,September,1,1,144.832337
WAE,264,132,M,2016,September,1,1,210.1148264
WAE,259,182,M,2016,September,1,1,166.9267861
WAE,274,162,M,2016,September,1,1,210.7381787
WAE,278,190,M,2016,September,1,1,210.6953094
WAE,203,62,U,2016,September,1,1,155.4541801
WAE,254,,U,2016,September,1,1,194.4847811
WAE,381,568,U,2016,September,1,1,284.090676
WAE,279,182,U,2016,September,1,1,183.544522
WAE,318,252,U,2016,September,1,1,236.9722661
WAE,292,232,U,2016,September,1,1,227.5000414
WAE,290,236,U,2016,September,1,1,225.9671864
WAE,241,116,U,2016,September,1,1,180.4382683
WAE,478,1020,F,2016,September,2,2,408.5778292
WAE,425,716,F,2016,September,2,2,356.9073646
WAE,439,804,F,2016,September,2,2,384.0596735
WAE,449,936,F,2016,September,2,2,376.3909847
WAE,452,902,F,2016,September,2,2,380.8050706
WAE,409,758,F,2016,September,2,2,342.2140093
WAE,440,920,F,2016,September,2,2,397.9471102
WAE,449,906,F,2016,September,2,2,373.8783214
WAE,443,1002,F,2016,September,2,2,384.2246964
WAE,463,1010,F,2016,September,2,2,381.5630426
WAE,430,890,F,2016,September,2,2,354.9026421
WAE,410,642,F,2016,September,2,2,349.4468897
WAE,453,964,F,2016,September,2,2,384.9880157
WAE,415,688,F,2016,September,2,2,345.299752
WAE,426,700,F,2016,September,2,2,367.6069133
WAE,424,640,F,2016,September,2,2,341.0844976
WAE,418,758,F,2016,September,2,2,349.1479238
WAE,394,578,F,2016,September,2,2,328.4563926
WAE,402,584,F,2016,September,2,2,362.7413037
WAE,380,500,F,2016,September,2,2,321.4848364
WAE,455,964,F,2016,September,2,2,394.0017077
WAE,455,762,F,2016,September,2,2,385.8029414
WAE,465,964,F,2016,September,2,2,397.9019165
WAE,494,1116,F,2016,September,2,2,410.2902493
WAE,479,1006,F,2016,September,2,2,398.0959406
WAE,485,1026,F,2016,September,2,2,409.830411
WAE,515,1240,F,2016,September,2,2,436.4161921
WAE,486,1114,F,2016,September,2,2,408.9079209
WAE,491,1188,F,2016,September,2,2,413.8874693
WAE,433,815,M,2016,September,2,2,365.2508899
WAE,433,880,M,2016,September,2,2,366.3323883
WAE,412,728,M,2016,September,2,2,349.122527
WAE,430,918,M,2016,September,2,2,361.1468875
WAE,430,732,M,2016,September,2,2,354.700803
WAE,405,618,M,2016,September,2,2,323.4115501
WAE,427,840,M,2016,September,2,2,368.2383442
WAE,396,690,M,2016,September,2,2,328.9368868
WAE,423,742,M,2016,September,2,2,362.0681029
WAE,428,786,M,2016,September,2,2,365.6688801
WAE,402,632,M,2016,September,2,2,342.1129962
WAE,464,968,M,2016,September,2,2,387.4035
WAE,454,908,M,2016,September,2,2,384.0136769
WAE,469,1056,M,2016,September,2,2,408.4662311
WAE,395,608,M,2016,September,2,2,328.5359733
WAE,473,992,U,2016,September,2,2,371.041005
WAE,406,658,U,2016,September,2,2,339.9731531
WAE,412,612,U,2016,September,2,2,348.7005588
WAE,443,986,F,2016,September,3,3,394.784634
WAE,462,1120,F,2016,September,3,3,407.0684992
WAE,472,1224,F,2016,September,3,3,407.1737664
WAE,438,854,M,2016,September,3,3,389.8129951
WAE,500,1430,M,2016,September,3,3,444.876106
WAE,503,1428,F,2016,September,4,4,463.5583223
WAE,560,1870,F,2016,September,4,4,504.3434342
WAE,596,2040,F,2016,September,4,4,548.5012648
WAE,506,1464,M,2016,September,4,4,466.0802972
WAE,488,1262,M,2016,September,4,4,441.5239306
WAE,489,1278,M,2016,September,4,4,437.224871
WAE,496,1392,M,2016,September,4,4,453.9820543
WAE,487,1336,M,2016,September,4,4,450.7607841
WAE,510,1460,F,2016,September,5,5,476.1448211
WAE,565,1686,F,2016,September,5,5,521.495397
WAE,615,2626,F,2016,September,5,5,561.9577177
WAE,572,2004,F,2016,September,5,5,531.1875788
WAE,530,1826,M,2016,September,5,5,496.4347455
WAE,557,1884,M,2016,September,5,5,519.8050601
WAE,512,1410,M,2016,September,5,5,476.4307682
WAE,537,1480,M,2016,September,5,5,480.3763288
WAE,554,1746,U,2016,September,5,5,506.3048398
WAE,581,2256,U,2016,September,5,5,532.1973956
WAE,626,2614,F,2016,September,6,6,588.8741339
WAE,592,2502,F,2016,September,6,6,558.9818066
WAE,603,2474,F,2016,September,6,6,570.5756868
WAE,622,2270,F,2016,September,6,6,578.568794
WAE,650,2010,F,2016,September,6,6,603.4755951
WAE,595,2566,F,2016,September,6,6,559.8783501
WAE,625,2874,F,2016,September,6,6,577.8288298
WAE,590,2204,F,2016,September,6,6,545.1644478
WAE,523,1710,M,2016,September,6,6,496.2026175
WAE,512,1660,M,2016,September,6,6,478.9632285
WAE,489,1192,M,2016,September,6,6,455.8444546
WAE,508,1516,M,2016,September,6,6,471.8111197
WAE,504,1346,M,2016,September,6,6,470.5077413
WAE,493,1112,M,2016,September,6,6,458.7526706
WAE,544,1836,M,2016,September,6,6,509.3911309
WAE,476,1130,M,2016,September,6,6,448.6591014
WAE,496,1508,M,2016,September,6,6,469.695292
WAE,515,1452,M,2016,September,6,6,486.5562555
WAE,534,1882,M,2016,September,6,6,502.6254078
WAE,541,1806,M,2016,September,6,6,506.9858191
WAE,537,2088,M,2016,September,6,6,508.1089369
WAE,519,1516,U,2016,September,6,6,494.8860018
WAE,546,1772,F,2016,September,7,7,513.8454212
WAE,676,3130,F,2016,September,10,10,642.0066034
WAE,375,502,F,2016,September,,,
WAE,433,,F,2016,September,,,
WAE,504,,M,2016,September,,,
WAE,312,226,U,2016,September,,,
WAE,302,244,U,2016,September,,,
WAE,321,272,U,2016,September,,,
WAE,342,306,U,2016,September,,,
WAE,342,306,U,2016,September,,,
WAE,328,318,U,2016,September,,,
WAE,334,338,U,2016,September,,,
WAE,341,354,U,2016,September,,,
WAE,353,360,U,2016,September,,,
WAE,349,364,U,2016,September,,,
WAE,344,374,U,2016,September,,,
WAE,350,398,U,2016,September,,,
WAE,385,406,U,2016,September,,,
WAE,359,414,U,2016,September,,,
WAE,359,430,U,2016,September,,,
WAE,367,436,U,2016,September,,,
WAE,396,528,U,2016,September,,,
WAE,406,584,U,2016,September,,,
WAE,430,662,U,2016,September,,,
WAE,408,672,U,2016,September,,,
WAE,413,752,U,2016,September,,,
WAE,445,756,U,2016,September,,,
WAE,435,762,U,2016,September,,,
WAE,447,774,U,2016,September,,,
WAE,432,876,U,2016,September,,,
WAE,449,904,U,2016,September,,,
WAE,475,1004,U,2016,September,,,
WAE,528,1474,U,2016,September,,,
WAE,562,1862,U,2016,September,,,
WAE,570,1882,U,2016,September,,,
WAE,541,1986,U,2016,September,,,
WAE,547,2098,U,2016,September,,,
WAE,607,2448,U,2016,September,,,
WAE,603,2582,U,2016,September,,,
WAE,604,2760,U,2016,September,,,
WAE,620,2840,U,2016,September,,,
WAE,260,,U,2016,September,,,
WAE,280,,U,2016,September,,,
WAE,280,,U,2016,September,,,
WAE,280,,U,2016,September,,,
WAE,283,,U,2016,September,,,
WAE,287,,U,2016,September,,,
WAE,290,,U,2016,September,,,
WAE,292,,U,2016,September,,,
WAE,292,,U,2016,September,,,
WAE,295,,U,2016,September,,,
WAE,297,,U,2016,September,,,
WAE,297,,U,2016,September,,,
WAE,300,,U,2016,September,,,
WAE,300,,U,2016,September,,,
WAE,300,,U,2016,September,,,
WAE,301,,U,2016,September,,,
WAE,302,,U,2016,September,,,
WAE,303,,U,2016,September,,,
WAE,303,,U,2016,September,,,
WAE,303,,U,2016,September,,,
WAE,304,,U,2016,September,,,
WAE,305,,U,2016,September,,,
WAE,306,,U,2016,September,,,
WAE,306,,U,2016,September,,,
WAE,307,,U,2016,September,,,
WAE,307,,U,2016,September,,,
WAE,307,,U,2016,September,,,
WAE,309,,U,2016,September,,,
WAE,310,,U,2016,September,,,
WAE,311,,U,2016,September,,,
WAE,312,,U,2016,September,,,
WAE,312,,U,2016,September,,,
WAE,312,,U,2016,September,,,
WAE,313,,U,2016,September,,,
WAE,313,,U,2016,September,,,
WAE,313,,U,2016,September,,,
WAE,314,,U,2016,September,,,
WAE,315,,U,2016,September,,,
WAE,315,,U,2016,September,,,
WAE,315,,U,2016,September,,,
WAE,315,,U,2016,September,,,
WAE,315,,U,2016,September,,,
WAE,316,,U,2016,September,,,
WAE,316,,U,2016,September,,,
WAE,316,,U,2016,September,,,
WAE,317,,U,2016,September,,,
WAE,318,,U,2016,September,,,
WAE,318,,U,2016,September,,,
WAE,318,,U,2016,September,,,
WAE,318,,U,2016,September,,,
WAE,318,,U,2016,September,,,
WAE,318,,U,2016,September,,,
WAE,319,,U,2016,September,,,
WAE,320,,U,2016,September,,,
WAE,320,,U,2016,September,,,
WAE,320,,U,2016,September,,,
WAE,320,,U,2016,September,,,
WAE,320,,U,2016,September,,,
WAE,320,,U,2016,September,,,
WAE,320,,U,2016,September,,,
WAE,321,,U,2016,September,,,
WAE,322,,U,2016,September,,,
WAE,322,,U,2016,September,,,
WAE,323,,U,2016,September,,,
WAE,323,,U,2016,September,,,
WAE,323,,U,2016,September,,,
WAE,323,,U,2016,September,,,
WAE,324,,U,2016,September,,,
WAE,324,,U,2016,September,,,
WAE,324,,U,2016,September,,,
WAE,324,,U,2016,September,,,
WAE,326,,U,2016,September,,,
WAE,326,,U,2016,September,,,
WAE,326,,U,2016,September,,,
WAE,327,,U,2016,September,,,
WAE,327,,U,2016,September,,,
WAE,327,,U,2016,September,,,
WAE,327,,U,2016,September,,,
WAE,327,,U,2016,September,,,
WAE,328,,U,2016,September,,,
WAE,328,,U,2016,September,,,
WAE,328,,U,2016,September,,,
WAE,328,,U,2016,September,,,
WAE,328,,U,2016,September,,,
WAE,328,,U,2016,September,,,
WAE,328,,U,2016,September,,,
WAE,329,,U,2016,September,,,
WAE,329,,U,2016,September,,,
WAE,329,,U,2016,September,,,
WAE,329,,U,2016,September,,,
WAE,329,,U,2016,September,,,
WAE,329,,U,2016,September,,,
WAE,330,,U,2016,September,,,
WAE,330,,U,2016,September,,,
WAE,330,,U,2016,September,,,
WAE,330,,U,2016,September,,,
WAE,330,,U,2016,September,,,
WAE,330,,U,2016,September,,,
WAE,331,,U,2016,September,,,
WAE,331,,U,2016,September,,,
WAE,331,,U,2016,September,,,
WAE,331,,U,2016,September,,,
WAE,332,,U,2016,September,,,
WAE,332,,U,2016,September,,,
WAE,332,,U,2016,September,,,
WAE,332,,U,2016,September,,,
WAE,332,,U,2016,September,,,
WAE,332,,U,2016,September,,,
WAE,332,,U,2016,September,,,
WAE,333,,U,2016,September,,,
WAE,333,,U,2016,September,,,
WAE,334,,U,2016,September,,,
WAE,334,,U,2016,September,,,
WAE,335,,U,2016,September,,,
WAE,335,,U,2016,September,,,
WAE,335,,U,2016,September,,,
WAE,336,,U,2016,September,,,
WAE,336,,U,2016,September,,,
WAE,337,,U,2016,September,,,
WAE,337,,U,2016,September,,,
WAE,337,,U,2016,September,,,
WAE,338,,U,2016,September,,,
WAE,338,,U,2016,September,,,
WAE,338,,U,2016,September,,,
WAE,338,,U,2016,September,,,
WAE,339,,U,2016,September,,,
WAE,339,,U,2016,September,,,
WAE,339,,U,2016,September,,,
WAE,339,,U,2016,September,,,
WAE,339,,U,2016,September,,,
WAE,340,,U,2016,September,,,
WAE,340,,U,2016,September,,,
WAE,341,,U,2016,September,,,
WAE,341,,U,2016,September,,,
WAE,341,,U,2016,September,,,
WAE,341,,U,2016,September,,,
WAE,342,,U,2016,September,,,
WAE,342,,U,2016,September,,,
WAE,342,,U,2016,September,,,
WAE,342,,U,2016,September,,,
WAE,342,,U,2016,September,,,
WAE,342,,U,2016,September,,,
WAE,342,,U,2016,September,,,
WAE,342,,U,2016,September,,,
WAE,342,,U,2016,September,,,
WAE,343,,U,2016,September,,,
WAE,343,,U,2016,September,,,
WAE,344,,U,2016,September,,,
WAE,344,,U,2016,September,,,
WAE,344,,U,2016,September,,,
WAE,344,,U,2016,September,,,
WAE,344,,U,2016,September,,,
WAE,344,,U,2016,September,,,
WAE,344,,U,2016,September,,,
